,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
366,reconquista,100,AR,1619266584,97,-29.15,-59.65,65.59,4.68
367,innisfail,100,AU,1619266584,98,-17.5333,146.0333,73.2,5.08
368,betanzos,40,ES,1619266584,68,43.2804,-8.2147,72.0,3.44
369,north myrtle beach,1,US,1619266567,88,33.816,-78.68,64.4,4.61
370,leshukonskoye,94,RU,1619266585,34,64.8989,45.7622,60.66,10.33
371,nizhniy kuranakh,100,RU,1619266585,96,58.8353,125.4869,27.5,3.0
372,mount pleasant,75,US,1619266585,100,32.7941,-79.8626,66.99,13.04
373,pokaran,0,IN,1619266586,7,26.9167,71.9167,98.82,9.66
374,nakusp,66,CA,1619266586,70,50.2499,-117.8023,41.0,1.14
375,port hedland,0,AU,1619266517,69,-20.3167,118.5667,77.0,2.3
376,bindura,25,ZW,1619266586,41,-17.3019,31.3306,75.99,1.99
377,ilheus,40,BR,1619266587,79,-14.7889,-39.0494,84.2,5.75
378,dubai,0,AE,1619266506,40,25.2582,55.3047,93.2,13.8
379,almaznyy,0,RU,1619266587,31,48.0448,40.045,59.0,15.66
380,coihaique,75,CL,1619266587,81,-45.5752,-72.0662,48.2,5.75
381,neuquen,0,AR,1619266588,93,-38.9516,-68.0591,44.6,2.93
382,dharchula,29,IN,1619266588,27,29.85,80.5333,75.25,3.15
383,gobabis,0,NA,1619266588,15,-22.45,18.9667,75.74,4.34
384,coevorden,100,NL,1619266588,54,52.661,6.7405,54.0,8.01
385,hovd,73,MN,1619266589,15,48.0056,91.6419,36.84,18.25
386,avarua,90,CK,1619266517,88,-21.2078,-159.775,77.0,13.8
387,macau,40,MO,1619266589,83,22.2006,113.5461,77.0,12.66
388,khorixas,8,NA,1619266589,17,-20.3667,14.9667,87.46,10.22
389,zlitan,54,LY,1619266590,65,32.4674,14.5687,66.16,20.85
390,port shepstone,69,ZA,1619266590,70,-30.7414,30.455,73.36,20.58
391,mandalgovi,100,MN,1619266590,77,45.7625,106.2708,51.82,6.96
392,sosnovka,100,RU,1619266591,91,56.255,51.2842,44.8,6.89
393,banjar,20,ID,1619266591,83,-8.19,114.9675,82.4,10.36
394,danielskuil,0,ZA,1619266591,18,-28.1887,23.5395,76.64,12.93
395,lompoc,50,US,1619266385,76,34.6391,-120.4579,51.8,3.98
396,finnsnes,75,NO,1619266592,60,69.2296,17.9811,35.6,10.36
397,dryden,1,CA,1619266510,79,49.7833,-92.7503,21.2,4.61
398,kontagora,98,NG,1619266592,32,10.3999,5.4695,97.97,5.12
399,sanming,97,CN,1619266592,95,26.2486,117.6186,72.7,2.64
400,peace river,75,CA,1619266509,74,56.2501,-117.286,27.0,4.61
401,baykit,95,RU,1619266593,95,61.67,96.37,36.75,1.54
402,college,1,US,1619266593,56,64.8569,-147.8028,37.4,8.05
403,hengshui,100,CN,1619266593,59,37.7322,115.7011,59.02,8.28
404,olafsvik,100,IS,1619266594,92,64.8945,-23.7142,44.35,14.9
405,pinas,40,EC,1619266594,94,-3.6667,-79.65,75.2,2.46
406,hailar,29,CN,1619266594,22,49.2,119.7,46.94,2.77
407,miles city,1,US,1619266595,74,46.4083,-105.8406,28.4,5.75
408,talara,78,PE,1619266595,74,-4.5772,-81.2719,71.08,13.18
409,decatur,90,US,1619266504,87,39.8403,-88.9548,51.01,4.61
410,assiniboia,86,CA,1619266595,43,49.6334,-105.9845,26.6,4.61
411,lichtenburg,3,ZA,1619266595,18,-26.152,26.1597,76.3,14.79
412,ariquemes,99,BR,1619266596,88,-9.9133,-63.0408,75.94,1.43
413,weligama,37,LK,1619266596,73,5.9667,80.4167,84.0,8.72
414,darhan,100,MN,1619266596,63,49.4867,105.9228,45.23,2.77
415,yairipok,25,IN,1619266597,15,24.6667,94.0667,83.25,7.92
416,nuuk,20,GL,1619266597,75,64.1835,-51.7216,37.4,4.61
417,vardo,75,NO,1619266597,86,70.3705,31.1107,32.0,21.85
418,sterling,1,US,1619266598,70,39.0062,-77.4286,46.0,3.09
419,tougue,55,GN,1619266598,17,11.4667,-11.6,95.32,7.11
420,tazmalt,71,DZ,1619266598,38,36.3868,4.3989,74.77,5.82
421,boo,40,SE,1619266598,48,59.3333,18.2833,42.01,12.66
422,sao joao da barra,0,BR,1619266599,69,-21.6403,-41.0511,77.0,4.94
423,presidencia roque saenz pena,100,AR,1619266599,98,-26.7852,-60.4388,69.01,8.01
424,lander,1,US,1619266455,93,42.833,-108.7307,32.0,4.61
425,tuatapere,50,NZ,1619266599,93,-46.1333,167.6833,41.0,7.0
426,tessalit,0,ML,1619266600,4,20.1986,1.0114,101.05,4.7
427,severodvinsk,40,RU,1619266600,36,64.5635,39.8302,64.4,11.18
428,port hardy,90,CA,1619266600,100,50.6996,-127.4199,44.6,2.3
429,srivardhan,2,IN,1619266600,55,18.0333,73.0167,86.34,16.73
430,luderitz,3,NA,1619266601,55,-26.6481,15.1594,75.85,14.0
431,uyuni,0,BO,1619266601,28,-20.4597,-66.825,39.31,5.57
432,petropavlovka,100,RU,1619266333,87,50.6114,105.3196,38.17,2.62
433,susehri,24,TR,1619266602,30,40.1644,38.0867,70.12,5.88
434,grenfell,15,AU,1619266602,75,-33.9,148.1667,46.94,3.29
435,northam,7,GB,1619266602,58,51.0333,-4.2167,60.01,18.05
436,xichang,2,CN,1619266602,22,27.8964,102.2634,74.14,6.49
437,qidong,100,CN,1619266603,92,31.8128,121.6561,64.0,7.74
438,egvekinot,100,RU,1619266603,81,66.3167,-179.1667,18.97,1.19
439,honiara,64,SB,1619266603,82,-9.4333,159.95,78.66,1.99
440,marin,90,US,1619266604,81,38.0666,-122.7344,50.0,5.75
441,azul,54,AR,1619266604,98,-36.777,-59.8585,57.0,5.01
442,tateyama,75,JP,1619266604,63,34.9833,139.8667,62.01,13.8
443,bubaque,34,GW,1619266605,55,11.2833,-15.8333,78.98,6.67
444,san lawrenz,20,MT,1619266605,59,36.0553,14.204,66.2,10.36
445,kahului,20,US,1619266605,88,20.8947,-156.47,71.6,11.5
446,gazanjyk,58,TM,1619266605,34,39.2446,55.5154,78.53,10.56
447,halifax,1,CA,1619266475,53,44.6453,-63.5724,51.01,17.27
448,mount isa,77,AU,1619266606,29,-20.7333,139.5,77.0,10.36
449,saiha,60,IN,1619266606,19,22.4833,92.9667,82.58,2.3
450,boueni,40,YT,1619266606,66,-12.9025,45.0761,86.0,9.22
451,tortosa,95,ES,1619266607,73,40.8125,0.5216,59.0,7.0
452,pomerode,66,BR,1619266501,63,-26.7406,-49.1769,71.01,0.98
453,alto araguaia,21,BR,1619266607,52,-17.3147,-53.2153,72.93,3.87
454,iqaluit,75,CA,1619266607,86,63.7506,-68.5145,33.8,13.8
455,warrington,0,GB,1619266608,42,53.3925,-2.5802,64.0,10.36
456,tilichiki,84,RU,1619266608,94,60.4667,166.1,21.36,4.21
457,batagay-alyta,100,RU,1619266608,84,67.8006,130.4114,20.3,5.41
458,pilar,75,BR,1619266609,78,-9.5972,-35.9567,82.4,8.05
459,kemijarvi,100,FI,1619266609,87,66.7131,27.4306,36.03,6.96
460,crawfordsville,90,US,1619266609,81,40.0411,-86.8745,48.99,5.57
461,abu dhabi,0,AE,1619266609,19,24.4667,54.3667,102.2,11.5
462,jacareacanga,96,BR,1619266610,93,-6.2222,-57.7528,76.39,2.19
463,saginaw,1,US,1619266575,65,43.3334,-84.0333,46.0,4.07
464,sisimiut,30,GL,1619266610,63,66.9395,-53.6735,36.73,6.62
465,antalaha,38,MG,1619266610,78,-14.9003,50.2788,80.8,11.07
466,zhigansk,100,RU,1619266331,98,66.7697,123.3711,32.74,6.42
467,saurimo,75,AO,1619266611,83,-9.6608,20.3916,71.6,4.38
468,norman wells,75,CA,1619266611,80,65.282,-126.8329,24.8,2.3
469,kamenka,97,RU,1619266611,78,51.3223,42.7678,46.99,8.99
470,meulaboh,100,ID,1619266612,91,4.1363,96.1285,76.06,7.58
471,peniche,84,PT,1619266612,69,39.3558,-9.3811,69.01,10.0
472,tashara,88,RU,1619266612,21,55.5195,83.5094,48.99,1.99
473,nueva concepcion,90,GT,1619266613,94,14.2,-91.3,75.2,3.53
474,deputatskiy,30,RU,1619266613,93,69.3,139.9,-2.16,5.46
475,gimbi,79,ET,1619266613,54,9.1667,35.8333,71.1,4.38
476,beloha,0,MG,1619266614,25,-25.1667,45.05,92.7,10.33
477,isangel,69,VU,1619266614,80,-19.55,169.2667,78.76,10.45
478,vestmanna,40,FO,1619266614,81,62.1564,-7.1664,50.0,5.75
479,lagos,75,NG,1619266595,62,6.5833,3.75,91.4,10.36
480,ponta delgada,75,PT,1619266615,77,37.7333,-25.6667,59.0,16.11
481,novoagansk,100,RU,1619266615,99,61.9449,76.6625,36.3,5.61
482,marsh harbour,84,BS,1619266615,69,26.5412,-77.0636,73.81,14.56
483,trofors,20,NO,1619266615,45,65.5333,13.4063,41.0,12.66
484,damghan,100,IR,1619266616,30,36.1683,54.348,76.84,4.41
485,mineral wells,90,US,1619266368,94,32.8085,-98.1128,55.99,9.22
486,haines junction,21,CA,1619266616,93,60.7522,-137.5108,21.2,1.14
487,puerto madryn,8,AR,1619266357,71,-42.7692,-65.0385,51.44,10.51
488,lincoln,1,US,1619266506,81,40.8,-96.667,37.99,11.5
489,nara,0,JP,1619266616,59,34.6851,135.8049,64.4,3.44
490,katobu,29,ID,1619266617,88,-4.9408,122.5276,76.39,4.21
491,krasnyy kut,97,RU,1619266617,56,50.95,46.9667,58.96,19.35
492,luganville,85,VU,1619266617,83,-15.5333,167.1667,80.73,6.73
493,plettenberg bay,85,ZA,1619266618,70,-34.0527,23.3716,67.55,5.84
494,camiri,90,BO,1619266618,94,-20.05,-63.5167,66.2,3.0
495,kazerun,84,IR,1619266618,11,29.6195,51.6541,91.99,16.49
496,manono,89,CD,1619266619,46,-7.3,27.4167,88.86,2.98
497,atbasar,100,KZ,1619266619,28,51.8,68.3333,51.21,16.8
498,kuloy,95,RU,1619266619,44,61.0305,42.4925,59.31,12.12
499,mbamba,57,NG,1619266619,24,9.9833,13.1,101.34,8.05
500,kaitangata,9,NZ,1619266620,85,-46.2817,169.8464,48.99,3.0
501,koslan,88,RU,1619266620,40,63.4564,48.8989,56.82,11.59
502,stonewall,40,CA,1619266620,58,50.1344,-97.3268,26.6,5.44
503,honningsvag,100,NO,1619266621,85,70.9821,25.9704,32.52,21.94
504,bahia blanca,18,AR,1619266597,61,-38.7196,-62.2724,55.96,8.37
505,byron bay,40,AU,1619266621,94,-28.65,153.6167,61.0,3.2
506,kabansk,40,RU,1619266621,16,52.0486,106.6528,53.6,4.47
507,kungurtug,82,RU,1619266622,88,50.5994,97.5228,33.37,1.28
508,portland,100,US,1619266473,82,45.5234,-122.6762,48.99,3.98
509,morwell,72,AU,1619266622,93,-38.2333,146.4,53.01,3.0
510,corner brook,90,CA,1619266388,81,48.9667,-57.9484,39.2,13.8
511,ismailia,0,EG,1619266622,32,30.6043,32.2723,84.2,9.22
512,ambovombe,2,MG,1619266623,52,-25.1667,46.0833,83.68,17.98
513,metro,98,ID,1619266623,81,-5.1131,105.3067,76.73,6.44
514,sorland,40,NO,1619266623,65,67.667,12.6934,37.4,19.57
515,shizukuishi,0,JP,1619266457,76,39.6833,140.9833,51.8,4.61
516,lev tolstoy,99,RU,1619266624,69,53.2134,39.446,45.0,13.62
517,jasper,90,US,1619266624,94,37.2001,-94.3502,53.6,11.5
518,maumere,16,ID,1619266624,78,-8.6199,122.2111,80.17,5.12
519,gabi,91,PH,1619266625,91,7.6215,126.092,76.48,1.43
520,grand gaube,63,MU,1619266625,82,-20.0064,57.6608,80.01,7.0
521,atikokan,100,CA,1619266625,86,48.7555,-91.6216,26.44,8.14
522,rio brilhante,34,BR,1619266626,39,-21.8019,-54.5464,74.86,8.79
523,wadsworth,42,US,1619266402,65,41.0256,-81.7299,46.0,5.46
524,lampazos de naranjo,1,MX,1619266626,47,27.0167,-100.5167,71.04,5.57
525,kendari,16,ID,1619266626,86,-3.945,122.4989,77.45,1.19
526,kaa-khem,50,RU,1619266627,28,51.6833,94.7333,46.15,12.37
527,betafo,19,MG,1619266627,60,-19.8333,46.85,72.07,6.64
528,sainte-suzanne,75,RE,1619266627,78,-20.9061,55.6089,78.8,25.32
529,la asuncion,45,VE,1619266627,70,11.0333,-63.8628,86.0,13.8
530,souillac,75,MU,1619266628,89,-20.5167,57.5167,78.8,11.5
531,sibolga,99,ID,1619266628,90,1.7427,98.7792,76.91,2.73
532,bellavista,69,PE,1619266628,99,-7.0561,-76.5911,70.14,0.6
533,mbour,0,SN,1619266629,50,14.422,-16.9638,80.6,19.57
534,xining,48,CN,1619266629,76,36.6167,101.7667,43.36,11.83
535,port-cartier,20,CA,1619266629,100,50.0334,-66.8654,39.99,4.61
536,oranjemund,3,NA,1619266629,63,-28.55,16.4333,69.44,11.05
537,saint-francois,0,FR,1619266630,35,46.4154,3.9054,71.6,4.61
538,vila franca do campo,75,PT,1619266630,77,37.7167,-25.4333,59.0,16.11
539,mogadishu,40,SO,1619266630,58,2.0371,45.3438,87.8,6.91
540,songea,75,TZ,1619266630,73,-10.6833,35.65,73.4,6.91
541,bairiki,20,KI,1619266631,83,1.3292,172.9752,80.6,2.3
542,parabel,13,RU,1619266631,82,58.6978,81.4825,41.29,2.46
543,touros,75,BR,1619266631,74,-5.1989,-35.4608,82.4,6.91
544,korhogo,76,CI,1619266632,28,9.45,-5.6333,100.02,4.88
545,muisne,98,EC,1619266632,87,0.6,-80.0333,76.77,4.61
546,hauterive,0,FR,1619266632,27,46.0901,3.4459,73.4,9.22
547,luwuk,95,ID,1619266633,82,-0.9516,122.7875,79.74,3.58
548,araouane,3,ML,1619266633,6,18.9048,-3.5265,103.48,9.53
549,chuy,79,UY,1619266633,90,-33.6971,-53.4616,66.52,7.31
550,yantai,3,CN,1619266633,83,37.5333,121.4,51.01,7.0
551,svetlyy,40,RU,1619266634,65,54.675,20.1347,43.0,20.13
552,daman,88,IN,1619266634,52,20.4167,72.85,87.67,9.62
553,okhotsk,23,RU,1619266634,79,59.3833,143.3,19.4,5.82
554,srandakan,14,ID,1619266635,77,-7.9386,110.2506,78.55,4.94
555,borzya,63,RU,1619266635,19,50.3833,116.5167,46.62,4.14
556,yar-sale,100,RU,1619266635,97,66.8333,70.8333,33.76,5.23
557,teacapan,6,MX,1619266635,64,22.55,-105.75,65.44,3.44
